Point ID;Time;Hz [dms];V [dms];D [m];PPM Type;PPM;Pressure [mBar];Av Temp [°C];Target Easting [m];Target Northing [m];Target Elevation [m];Station Easting [m];Station Northing [m];Station Height [m];Null Measurement [m];Horz Distance [m]
CND_1504;10/09/2026 14:04;" 320° 45' 23.00888""";"  78° 43' 34.61522""";370.086;Atmos PPM;0;1013.25;11.1012;175859.451;9045915.005;151.298;176089.028;9045633.904;78.939;362.974;362.936
CND_210_5;10/09/2026 14:04;" 320° 50' 22.40569""";"  77° 01' 27.95822""";587.589;Atmos PPM;0;1013.25;11.1012;175727.493;9046077.892;210.896;176089.028;9045633.904;78.939;572.641;572.567
CND_190_6;10/09/2026 14:04;" 321° 21' 21.86138""";"  77° 52' 44.21729""";529.229;Atmos PPM;0;1013.25;11.1012;175765.947;9046038.054;190.084;176089.028;9045633.904;78.939;517.464;517.415
CND_200_6;10/09/2026 14:04;" 325° 15' 02.29646""";"  77° 25' 00.28537""";553.586;Atmos PPM;0;1013.25;11.1012;175781.117;9046077.847;199.562;176089.028;9045633.904;78.939;540.325;540.273
CND_1603;10/09/2026 14:05;" 325° 30' 36.71963""";"  78° 11' 55.26539""";397.913;Atmos PPM;0;1013.25;11.1012;175868.501;9045954.953;160.33;176089.028;9045633.904;78.939;389.496;389.493
CND_210_6;10/09/2026 14:05;" 328° 34' 36.71075""";"  76° 54' 35.38168""";582.15;Atmos PPM;0;1013.25;11.1012;175793.458;9046117.777;210.809;176089.028;9045633.904;78.939;567.059;567.005
CND_1503;10/09/2026 14:05;" 328° 44' 14.61761""";"  78° 43' 05.30365""";367.857;Atmos PPM;0;1013.25;11.1012;175901.844;9045942.28;150.914;176089.028;9045633.904;78.939;360.776;360.741
CND_200_7;10/09/2026 14:05;" 332° 03' 29.60100""";"  77° 26' 38.88359""";554.819;Atmos PPM;0;1013.25;11.1012;175835.32;9046112.33;199.572;176089.028;9045633.904;78.939;541.571;541.534
CND_1403;10/09/2026 14:06;" 335° 13' 49.55997""";"  79° 30' 39.86330""";347.082;Atmos PPM;0;1013.25;11.1012;175946.07;9045943.794;142.132;176089.028;9045633.904;78.939;341.371;341.275
CND_23;10/09/2026 14:08;" 348° 36' 43.84421""";"  78° 49' 30.40571""";391.406;Atmos PPM;0;1013.25;11.1012;176013.244;9046010.328;154.805;176089.028;9045633.904;78.939;383.951;383.976
CND_30002;10/09/2026 16:00;" 289° 14' 43.64510""";"  79° 29' 02.81505""";723.071;Atmos PPM;0;1013.25;11.1012;175417.872;9045868.286;210.94;176089.028;9045633.904;78.939;710.915;710.904
CND_30003;10/09/2026 16:00;" 290° 56' 13.84897""";"  79° 32' 52.21873""";674.094;Atmos PPM;0;1013.25;11.1012;175469.929;9045870.835;201.259;176089.028;9045633.904;78.939;662.894;662.888
CND_30004;10/09/2026 16:00;" 291° 25' 44.15901""";"  79° 52' 57.07523""";637.674;Atmos PPM;0;1013.25;11.1012;175504.702;9045863.296;190.984;176089.028;9045633.904;78.939;627.75;627.74
CND_170_1;10/09/2026 16:00;" 298° 32' 41.61181""";"  79° 40' 28.67353""";508.765;Atmos PPM;0;1013.25;11.1012;175649.377;9045873.11;170.146;176089.028;9045633.904;78.939;500.548;500.513
CND_190_3;10/09/2026 16:00;" 298° 34' 32.70495""";"  78° 59' 21.55913""";594.715;Atmos PPM;0;1013.25;11.1012;175576.41;9045913.167;192.548;176089.028;9045633.904;78.939;583.897;583.75
CND_180_2;10/09/2026 16:01;" 299° 00' 00.20408""";"  79° 34' 24.46267""";553.861;Atmos PPM;0;1013.25;11.1012;175612.645;9045898.021;179.194;176089.028;9045633.904;78.939;544.768;544.701
CND_210_3;10/09/2026 16:01;" 302° 54' 00.28340""";"  78° 03' 51.00072""";629.462;Atmos PPM;0;1013.25;11.1012;175571.991;9045968.453;209.148;176089.028;9045633.904;78.939;616.02;615.834
CND_200_8;10/09/2026 16:01;" 303° 25' 04.03720""";"  78° 15' 53.91091""";598.43;Atmos PPM;0;1013.25;11.1012;175600.014;9045956.626;200.675;176089.028;9045633.904;78.939;586.05;585.905
CND_200_3;10/09/2026 16:01;" 303° 25' 03.87370""";"  78° 15' 53.65924""";598.43;Atmos PPM;0;1013.25;11.1012;175600.014;9045956.626;200.675;176089.028;9045633.904;78.939;586.052;585.905
CND_190_4;10/09/2026 16:01;" 304° 23' 46.73855""";"  78° 35' 21.13174""";568.309;Atmos PPM;0;1013.25;11.1012;175629.397;9045948.634;191.396;176089.028;9045633.904;78.939;557.187;557.06
CND_200_4;10/09/2026 16:01;" 309° 34' 04.12072""";"  77° 58' 12.31389""";577.854;Atmos PPM;0;1013.25;11.1012;175653.403;9045993.934;199.399;176089.028;9045633.904;78.939;565.267;565.147
CND_1505;10/09/2026 16:01;" 310° 59' 43.43933""";"  79° 10' 46.43598""";381.648;Atmos PPM;0;1013.25;11.1012;175806.123;9045879.832;150.596;176089.028;9045633.904;78.939;374.89;374.854
CND_210_4;10/09/2026 16:01;" 311° 21' 24.77030""";"  77° 25' 49.76990""";600.871;Atmos PPM;0;1013.25;11.1012;175648.865;9046021.437;209.726;176089.028;9045633.904;78.939;586.567;586.451
CND_190_5;10/09/2026 16:02;" 312° 12' 19.65479""";"  78° 10' 53.07682""";542.232;Atmos PPM;0;1013.25;11.1012;175695.931;9045990.472;190.015;176089.028;9045633.904;78.939;530.796;530.722
CND_32;10/09/2026 16:02;" 314° 18' 33.80121""";"  79° 48' 43.37524""";290.793;Atmos PPM;0;1013.25;11.1012;175884.245;9045833.843;130.38;176089.028;9045633.904;78.939;286.496;286.202
CND_200_5;10/09/2026 16:02;" 316° 06' 25.49067""";"  77° 35' 28.95623""";562.262;Atmos PPM;0;1013.25;11.1012;175708.356;9046029.646;199.78;176089.028;9045633.904;78.939;549.185;549.111
CND_1602;10/09/2026 16:02;" 317° 50' 31.54004""";"  78° 12' 06.25837""";403.375;Atmos PPM;0;1013.25;11.1012;175824.044;9045926.623;161.426;176089.028;9045633.904;78.939;394.845;394.843
CND_1504;10/09/2026 16:03;" 320° 45' 23.72140""";"  78° 43' 32.40990""";370.086;Atmos PPM;0;1013.25;11.1012;175859.453;9045915.005;151.302;176089.028;9045633.904;78.939;362.974;362.936
CND_210_5;10/09/2026 16:03;" 320° 50' 25.82131""";"  77° 01' 23.89246""";587.589;Atmos PPM;0;1013.25;11.1012;175727.502;9046077.896;210.907;176089.028;9045633.904;78.939;572.641;572.564
CND_190_6;10/09/2026 16:03;" 321° 21' 25.00436""";"  77° 52' 42.69187""";529.229;Atmos PPM;0;1013.25;11.1012;175765.954;9046038.059;190.087;176089.028;9045633.904;78.939;517.464;517.414
CND_200_6;10/09/2026 16:03;" 325° 15' 04.66627""";"  77° 24' 59.08016""";553.586;Atmos PPM;0;1013.25;11.1012;175781.122;9046077.85;199.565;176089.028;9045633.904;78.939;540.325;540.273
CND_1603;10/09/2026 16:03;" 325° 30' 43.12248""";"  78° 11' 59.95023""";397.913;Atmos PPM;0;1013.25;11.1012;175868.51;9045954.962;160.321;176089.028;9045633.904;78.939;389.496;389.494
CND_210_6;10/09/2026 16:04;" 328° 34' 41.15751""";"  76° 54' 37.26155""";582.15;Atmos PPM;0;1013.25;11.1012;175793.468;9046117.784;210.804;176089.028;9045633.904;78.939;567.059;567.006
CND_1503;10/09/2026 16:04;" 328° 44' 17.56031""";"  78° 43' 01.36769""";367.857;Atmos PPM;0;1013.25;11.1012;175901.849;9045942.282;150.921;176089.028;9045633.904;78.939;360.776;360.739
CND_200_7;10/09/2026 16:04;" 332° 03' 32.65671""";"  77° 26' 36.29644""";554.818;Atmos PPM;0;1013.25;11.1012;175835.328;9046112.332;199.579;176089.028;9045633.904;78.939;541.571;541.532
CND_1604;10/09/2026 16:04;" 332° 27' 34.70502""";"  78° 10' 08.01101""";397.112;Atmos PPM;0;1013.25;11.1012;175909.348;9045978.544;160.368;176089.028;9045633.904;78.939;388.706;388.666
CND_1403;10/09/2026 16:05;" 335° 13' 55.17603""";"  79° 30' 41.62865""";347.083;Atmos PPM;0;1013.25;11.1012;175946.078;9045943.799;142.129;176089.028;9045633.904;78.939;341.371;341.276
CND_23;10/09/2026 16:06;" 348° 36' 44.99957""";"  78° 49' 29.04757""";391.406;Atmos PPM;0;1013.25;11.1012;176013.246;9046010.328;154.808;176089.028;9045633.904;78.939;383.951;383.976
CND_30002;10/09/2026 18:00;" 289° 14' 45.80297""";"  79° 29' 01.53403""";723.072;Atmos PPM;0;1013.25;11.1012;175417.875;9045868.293;210.944;176089.028;9045633.904;78.939;710.915;710.904
CND_30003;10/09/2026 18:00;" 290° 56' 14.54040""";"  79° 32' 50.37641""";674.094;Atmos PPM;0;1013.25;11.1012;175469.93;9045870.837;201.265;176089.028;9045633.904;78.939;662.894;662.888
CND_30004;10/09/2026 18:00;" 291° 25' 44.99789""";"  79° 52' 56.63688""";637.674;Atmos PPM;0;1013.25;11.1012;175504.703;9045863.299;190.986;176089.028;9045633.904;78.939;627.75;627.74
CND_170_1;10/09/2026 18:00;" 298° 32' 42.86252""";"  79° 40' 30.12823""";508.765;Atmos PPM;0;1013.25;11.1012;175649.377;9045873.113;170.143;176089.028;9045633.904;78.939;500.548;500.514
CND_190_3;10/09/2026 18:00;" 298° 34' 29.73690""";"  78° 59' 20.60741""";594.715;Atmos PPM;0;1013.25;11.1012;175576.407;9045913.159;192.551;176089.028;9045633.904;78.939;583.897;583.75
CND_180_2;10/09/2026 18:01;" 298° 59' 59.31203""";"  79° 34' 24.17466""";553.861;Atmos PPM;0;1013.25;11.1012;175612.643;9045898.019;179.195;176089.028;9045633.904;78.939;544.768;544.701
CND_210_3;10/09/2026 18:01;" 302° 54' 01.18928""";"  78° 03' 50.06740""";629.462;Atmos PPM;0;1013.25;11.1012;175571.992;9045968.456;209.151;176089.028;9045633.904;78.939;616.02;615.833
CND_200_3;10/09/2026 18:01;" 303° 25' 04.06482""";"  78° 15' 55.75411""";598.431;Atmos PPM;0;1013.25;11.1012;175600.013;9045956.627;200.67;176089.028;9045633.904;78.939;586.052;585.906
CND_200_8;10/09/2026 18:01;" 303° 25' 03.53700""";"  78° 15' 55.36671""";598.431;Atmos PPM;0;1013.25;11.1012;175600.013;9045956.626;200.671;176089.028;9045633.904;78.939;586.05;585.906
CND_190_4;10/09/2026 18:01;" 304° 23' 47.06127""";"  78° 35' 21.39135""";568.309;Atmos PPM;0;1013.25;11.1012;175629.397;9045948.635;191.395;176089.028;9045633.904;78.939;557.187;557.06
CND_200_4;10/09/2026 18:01;" 309° 34' 03.86296""";"  77° 58' 12.01048""";577.854;Atmos PPM;0;1013.25;11.1012;175653.403;9045993.934;199.399;176089.028;9045633.904;78.939;565.267;565.147
CND_1505;10/09/2026 18:02;" 310° 59' 44.36549""";"  79° 10' 44.25572""";381.649;Atmos PPM;0;1013.25;11.1012;175806.125;9045879.833;150.6;176089.028;9045633.904;78.939;374.89;374.854
CND_210_4;10/09/2026 18:02;" 311° 21' 25.27900""";"  77° 25' 49.57013""";600.871;Atmos PPM;0;1013.25;11.1012;175648.866;9046021.438;209.727;176089.028;9045633.904;78.939;586.567;586.451
CND_190_5;10/09/2026 18:02;" 312° 12' 19.63576""";"  78° 10' 53.30461""";542.233;Atmos PPM;0;1013.25;11.1012;175695.93;9045990.472;190.014;176089.028;9045633.904;78.939;530.796;530.723
CND_32;10/09/2026 18:02;" 314° 18' 33.52283""";"  79° 48' 43.02183""";290.793;Atmos PPM;0;1013.25;11.1012;175884.244;9045833.843;130.38;176089.028;9045633.904;78.939;286.496;286.203
CND_200_5;10/09/2026 18:02;" 316° 06' 25.05475""";"  77° 35' 28.32536""";562.262;Atmos PPM;0;1013.25;11.1012;175708.355;9046029.645;199.782;176089.028;9045633.904;78.939;549.185;549.111
CND_1504;10/09/2026 18:03;" 320° 45' 24.88842""";"  78° 43' 33.21524""";370.086;Atmos PPM;0;1013.25;11.1012;175859.454;9045915.007;151.301;176089.028;9045633.904;78.939;362.974;362.936
CND_210_5;10/09/2026 18:03;" 320° 50' 25.03188""";"  77° 01' 25.11817""";587.589;Atmos PPM;0;1013.25;11.1012;175727.5;9046077.895;210.904;176089.028;9045633.904;78.939;572.641;572.565
CND_190_6;10/09/2026 18:03;" 321° 21' 24.38605""";"  77° 52' 43.20879""";529.229;Atmos PPM;0;1013.25;11.1012;175765.952;9046038.058;190.086;176089.028;9045633.904;78.939;517.464;517.415
CND_200_6;10/09/2026 18:03;" 325° 15' 04.51363""";"  77° 24' 59.28342""";553.586;Atmos PPM;0;1013.25;11.1012;175781.122;9046077.85;199.565;176089.028;9045633.904;78.939;540.325;540.272
CND_1603;10/09/2026 18:04;" 325° 30' 38.88205""";"  78° 11' 56.85928""";397.913;Atmos PPM;0;1013.25;11.1012;175868.504;9045954.956;160.327;176089.028;9045633.904;78.939;389.496;389.494
CND_210_6;10/09/2026 18:04;" 328° 34' 39.36823""";"  76° 54' 36.25327""";582.15;Atmos PPM;0;1013.25;11.1012;175793.464;9046117.782;210.806;176089.028;9045633.904;78.939;567.059;567.006
CND_1503;10/09/2026 18:04;" 328° 44' 17.63174""";"  78° 43' 02.27177""";367.857;Atmos PPM;0;1013.25;11.1012;175901.849;9045942.282;150.919;176089.028;9045633.904;78.939;360.776;360.74
CND_200_7;10/09/2026 18:04;" 332° 03' 33.71697""";"  77° 26' 37.02388""";554.819;Atmos PPM;0;1013.25;11.1012;175835.33;9046112.334;199.577;176089.028;9045633.904;78.939;541.571;541.533
CND_1604;10/09/2026 18:04;" 332° 27' 35.53045""";"  78° 10' 07.27897""";397.112;Atmos PPM;0;1013.25;11.1012;175909.35;9045978.545;160.37;176089.028;9045633.904;78.939;388.706;388.666
CND_1403;10/09/2026 18:05;" 335° 13' 53.19296""";"  79° 30' 43.13070""";347.083;Atmos PPM;0;1013.25;11.1012;175946.075;9045943.798;142.127;176089.028;9045633.904;78.939;341.371;341.277
CND_23;10/09/2026 18:06;" 348° 36' 46.01823""";"  78° 49' 30.17030""";391.407;Atmos PPM;0;1013.25;11.1012;176013.248;9046010.329;154.806;176089.028;9045633.904;78.939;383.951;383.977
CND_30002;10/09/2026 20:00;" 289° 14' 45.78471""";"  79° 29' 00.41314""";723.072;Atmos PPM;0;1013.25;11.1012;175417.875;9045868.293;210.948;176089.028;9045633.904;78.939;710.915;710.904
CND_30003;10/09/2026 20:00;" 290° 56' 14.41912""";"  79° 32' 49.92652""";674.095;Atmos PPM;0;1013.25;11.1012;175469.93;9045870.837;201.267;176089.028;9045633.904;78.939;662.894;662.888
CND_30004;10/09/2026 20:00;" 291° 25' 44.23314""";"  79° 52' 57.06046""";637.675;Atmos PPM;0;1013.25;11.1012;175504.702;9045863.297;190.984;176089.028;9045633.904;78.939;627.75;627.741
CND_190_3;10/09/2026 20:01;" 298° 34' 31.22917""";"  78° 59' 21.43660""";594.715;Atmos PPM;0;1013.25;11.1012;175576.408;9045913.163;192.549;176089.028;9045633.904;78.939;583.897;583.751
CND_180_2;10/09/2026 20:01;" 298° 59' 59.17796""";"  79° 34' 25.04774""";553.861;Atmos PPM;0;1013.25;11.1012;175612.643;9045898.019;179.193;176089.028;9045633.904;78.939;544.768;544.701
CND_210_3;10/09/2026 20:01;" 302° 54' 00.58395""";"  78° 03' 52.01580""";629.462;Atmos PPM;0;1013.25;11.1012;175571.99;9045968.455;209.145;176089.028;9045633.904;78.939;616.02;615.835
CND_200_8;10/09/2026 20:01;" 303° 25' 03.79471""";"  78° 15' 54.97615""";598.431;Atmos PPM;0;1013.25;11.1012;175600.013;9045956.626;200.672;176089.028;9045633.904;78.939;586.05;585.905
CND_200_3;10/09/2026 20:02;" 303° 25' 03.97680""";"  78° 15' 55.10283""";598.431;Atmos PPM;0;1013.25;11.1012;175600.013;9045956.627;200.671;176089.028;9045633.904;78.939;586.052;585.906
CND_190_4;10/09/2026 20:02;" 304° 23' 46.58695""";"  78° 35' 22.53217""";568.309;Atmos PPM;0;1013.25;11.1012;175629.396;9045948.634;191.392;176089.028;9045633.904;78.939;557.187;557.061
CND_200_4;10/09/2026 20:02;" 309° 34' 04.21470""";"  77° 58' 13.70611""";577.855;Atmos PPM;0;1013.25;11.1012;175653.402;9045993.935;199.395;176089.028;9045633.904;78.939;565.267;565.148
CND_1505;10/09/2026 20:02;" 310° 59' 42.87489""";"  79° 10' 46.84010""";381.649;Atmos PPM;0;1013.25;11.1012;175806.122;9045879.831;150.595;176089.028;9045633.904;78.939;374.89;374.855
CND_210_4;10/09/2026 20:02;" 311° 21' 25.48861""";"  77° 25' 49.48623""";600.871;Atmos PPM;0;1013.25;11.1012;175648.867;9046021.439;209.727;176089.028;9045633.904;78.939;586.567;586.451
CND_190_5;10/09/2026 20:02;" 312° 12' 19.84818""";"  78° 10' 54.47338""";542.233;Atmos PPM;0;1013.25;11.1012;175695.93;9045990.473;190.011;176089.028;9045633.904;78.939;530.796;530.723
CND_32;10/09/2026 20:02;" 314° 18' 32.28359""";"  79° 48' 43.78869""";290.793;Atmos PPM;0;1013.25;11.1012;175884.243;9045833.842;130.379;176089.028;9045633.904;78.939;286.496;286.203
CND_200_5;10/09/2026 20:03;" 316° 06' 25.83887""";"  77° 35' 29.55008""";562.262;Atmos PPM;0;1013.25;11.1012;175708.356;9046029.647;199.778;176089.028;9045633.904;78.939;549.185;549.112
CND_1504;10/09/2026 20:03;" 320° 45' 23.85028""";"  78° 43' 33.89113""";370.087;Atmos PPM;0;1013.25;11.1012;175859.452;9045915.006;151.3;176089.028;9045633.904;78.939;362.974;362.937
CND_210_5;10/09/2026 20:03;" 320° 50' 25.07858""";"  77° 01' 24.93397""";587.589;Atmos PPM;0;1013.25;11.1012;175727.499;9046077.896;210.905;176089.028;9045633.904;78.939;572.641;572.566
CND_190_6;10/09/2026 20:03;" 321° 21' 24.01715""";"  77° 52' 43.14346""";529.229;Atmos PPM;0;1013.25;11.1012;175765.952;9046038.058;190.086;176089.028;9045633.904;78.939;517.464;517.415
CND_200_6;10/09/2026 20:04;" 325° 15' 04.39488""";"  77° 24' 59.63631""";553.587;Atmos PPM;0;1013.25;11.1012;175781.121;9046077.85;199.564;176089.028;9045633.904;78.939;540.325;540.273
CND_1603;10/09/2026 20:04;" 325° 30' 42.52043""";"  78° 12' 02.29603""";397.913;Atmos PPM;0;1013.25;11.1012;175868.509;9045954.962;160.317;176089.028;9045633.904;78.939;389.496;389.496
CND_210_6;10/09/2026 20:04;" 328° 34' 39.34284""";"  76° 54' 36.61012""";582.151;Atmos PPM;0;1013.25;11.1012;175793.464;9046117.782;210.806;176089.028;9045633.904;78.939;567.059;567.006
CND_1503;10/09/2026 20:04;" 328° 44' 18.37066""";"  78° 43' 01.93145""";367.857;Atmos PPM;0;1013.25;11.1012;175901.85;9045942.283;150.92;176089.028;9045633.904;78.939;360.776;360.74
CND_200_7;10/09/2026 20:04;" 332° 03' 35.04963""";"  77° 26' 36.95201""";554.819;Atmos PPM;0;1013.25;11.1012;175835.333;9046112.336;199.577;176089.028;9045633.904;78.939;541.571;541.533
CND_1604;10/09/2026 20:05;" 332° 27' 34.95812""";"  78° 10' 07.60025""";397.112;Atmos PPM;0;1013.25;11.1012;175909.349;9045978.545;160.369;176089.028;9045633.904;78.939;388.706;388.667
CND_23;10/09/2026 20:06;" 348° 36' 44.24815""";"  78° 49' 32.92797""";391.407;Atmos PPM;0;1013.25;11.1012;176013.245;9046010.329;154.801;176089.028;9045633.904;78.939;383.951;383.978
CND_30002;10/09/2026 22:00;" 289° 14' 45.20300""";"  79° 29' 00.69085""";723.073;Atmos PPM;0;1013.25;11.1012;175417.874;9045868.291;210.947;176089.028;9045633.904;78.939;710.915;710.904
CND_30003;10/09/2026 22:00;" 290° 56' 13.75882""";"  79° 32' 50.51230""";674.095;Atmos PPM;0;1013.25;11.1012;175469.928;9045870.835;201.265;176089.028;9045633.904;78.939;662.894;662.888
CND_30004;10/09/2026 22:00;" 291° 25' 44.84033""";"  79° 52' 56.69855""";637.675;Atmos PPM;0;1013.25;11.1012;175504.703;9045863.298;190.986;176089.028;9045633.904;78.939;627.75;627.74
CND_170_1;10/09/2026 22:00;" 298° 32' 42.47960""";"  79° 40' 29.00502""";508.765;Atmos PPM;0;1013.25;11.1012;175649.377;9045873.112;170.145;176089.028;9045633.904;78.939;500.548;500.514
CND_190_3;10/09/2026 22:00;" 298° 34' 32.59707""";"  78° 59' 22.93717""";594.716;Atmos PPM;0;1013.25;11.1012;175576.409;9045913.167;192.544;176089.028;9045633.904;78.939;583.897;583.752
CND_180_2;10/09/2026 22:01;" 298° 59' 59.09206""";"  79° 34' 24.58118""";553.861;Atmos PPM;0;1013.25;11.1012;175612.643;9045898.019;179.194;176089.028;9045633.904;78.939;544.768;544.701
CND_210_3;10/09/2026 22:01;" 302° 54' 01.48905""";"  78° 03' 52.69275""";629.462;Atmos PPM;0;1013.25;11.1012;175571.991;9045968.457;209.143;176089.028;9045633.904;78.939;616.02;615.835
CND_200_8;10/09/2026 22:01;" 303° 25' 04.19864""";"  78° 15' 55.14987""";598.431;Atmos PPM;0;1013.25;11.1012;175600.014;9045956.627;200.671;176089.028;9045633.904;78.939;586.05;585.906
CND_200_3;10/09/2026 22:01;" 303° 25' 02.98664""";"  78° 15' 54.87901""";598.431;Atmos PPM;0;1013.25;11.1012;175600.012;9045956.624;200.672;176089.028;9045633.904;78.939;586.052;585.905
CND_190_4;10/09/2026 22:01;" 304° 23' 45.86251""";"  78° 35' 22.30379""";568.31;Atmos PPM;0;1013.25;11.1012;175629.395;9045948.632;191.393;176089.028;9045633.904;78.939;557.187;557.061
CND_200_4;10/09/2026 22:01;" 309° 34' 02.85931""";"  77° 58' 12.65067""";577.855;Atmos PPM;0;1013.25;11.1012;175653.4;9045993.932;199.398;176089.028;9045633.904;78.939;565.267;565.148
CND_1505;10/09/2026 22:01;" 310° 59' 43.49389""";"  79° 10' 44.32830""";381.649;Atmos PPM;0;1013.25;11.1012;175806.123;9045879.832;150.6;176089.028;9045633.904;78.939;374.89;374.854
CND_210_4;10/09/2026 22:02;" 311° 21' 24.56649""";"  77° 25' 48.62890""";600.871;Atmos PPM;0;1013.25;11.1012;175648.865;9046021.437;209.73;176089.028;9045633.904;78.939;586.567;586.451
CND_190_5;10/09/2026 22:02;" 312° 12' 19.66831""";"  78° 10' 53.13337""";542.233;Atmos PPM;0;1013.25;11.1012;175695.93;9045990.472;190.015;176089.028;9045633.904;78.939;530.796;530.723
CND_32;10/09/2026 22:02;" 314° 18' 32.89279""";"  79° 48' 43.81642""";290.794;Atmos PPM;0;1013.25;11.1012;175884.243;9045833.843;130.379;176089.028;9045633.904;78.939;286.496;286.203
CND_200_5;10/09/2026 22:02;" 316° 06' 25.47347""";"  77° 35' 28.85614""";562.262;Atmos PPM;0;1013.25;11.1012;175708.356;9046029.646;199.78;176089.028;9045633.904;78.939;549.185;549.111
CND_1504;10/09/2026 22:03;" 320° 45' 23.58486""";"  78° 43' 33.37551""";370.087;Atmos PPM;0;1013.25;11.1012;175859.452;9045915.005;151.301;176089.028;9045633.904;78.939;362.974;362.937
CND_210_5;10/09/2026 22:03;" 320° 50' 24.40138""";"  77° 01' 24.82870""";587.589;Atmos PPM;0;1013.25;11.1012;175727.498;9046077.894;210.905;176089.028;9045633.904;78.939;572.641;572.565
CND_190_6;10/09/2026 22:03;" 321° 21' 24.10712""";"  77° 52' 43.68867""";529.229;Atmos PPM;0;1013.25;11.1012;175765.952;9046038.058;190.085;176089.028;9045633.904;78.939;517.464;517.416
CND_200_6;10/09/2026 22:03;" 325° 15' 04.34476""";"  77° 24' 59.02676""";553.587;Atmos PPM;0;1013.25;11.1012;175781.121;9046077.85;199.566;176089.028;9045633.904;78.939;540.325;540.273
CND_1603;10/09/2026 22:03;" 325° 30' 39.64197""";"  78° 11' 57.77594""";397.914;Atmos PPM;0;1013.25;11.1012;175868.505;9045954.958;160.325;176089.028;9045633.904;78.939;389.496;389.494
CND_210_6;10/09/2026 22:04;" 328° 34' 39.32840""";"  76° 54' 37.22092""";582.151;Atmos PPM;0;1013.25;11.1012;175793.464;9046117.782;210.804;176089.028;9045633.904;78.939;567.059;567.007
CND_1503;10/09/2026 22:04;" 328° 44' 16.94940""";"  78° 43' 02.71206""";367.857;Atmos PPM;0;1013.25;11.1012;175901.848;9045942.282;150.919;176089.028;9045633.904;78.939;360.776;360.74
CND_200_7;10/09/2026 22:04;" 332° 03' 35.67003""";"  77° 26' 36.74264""";554.819;Atmos PPM;0;1013.25;11.1012;175835.334;9046112.337;199.578;176089.028;9045633.904;78.939;541.571;541.533
CND_1604;10/09/2026 22:04;" 332° 27' 35.28758""";"  78° 10' 07.62987""";397.113;Atmos PPM;0;1013.25;11.1012;175909.349;9045978.545;160.369;176089.028;9045633.904;78.939;388.706;388.667
CND_1403;10/09/2026 22:05;" 335° 13' 49.99920""";"  79° 30' 40.58722""";347.083;Atmos PPM;0;1013.25;11.1012;175946.07;9045943.796;142.131;176089.028;9045633.904;78.939;341.371;341.277
CND_23;10/09/2026 22:06;" 348° 36' 46.20186""";"  78° 49' 29.90352""";391.407;Atmos PPM;0;1013.25;11.1012;176013.248;9046010.329;154.806;176089.028;9045633.904;78.939;383.951;383.977
CND_30002;11/09/2026 00:00;" 289° 14' 45.40494""";"  79° 29' 00.39763""";723.072;Atmos PPM;0;1013.25;11.1012;175417.875;9045868.291;210.948;176089.028;9045633.904;78.939;710.915;710.904
CND_30003;11/09/2026 00:00;" 290° 56' 14.13887""";"  79° 32' 49.30662""";674.095;Atmos PPM;0;1013.25;11.1012;175469.93;9045870.836;201.269;176089.028;9045633.904;78.939;662.894;662.887
CND_30004;11/09/2026 00:00;" 291° 25' 44.78699""";"  79° 52' 55.33834""";637.675;Atmos PPM;0;1013.25;11.1012;175504.703;9045863.298;190.99;176089.028;9045633.904;78.939;627.75;627.74
CND_170_1;11/09/2026 00:00;" 298° 32' 43.70477""";"  79° 40' 28.79099""";508.765;Atmos PPM;0;1013.25;11.1012;175649.378;9045873.115;170.146;176089.028;9045633.904;78.939;500.548;500.513
CND_190_3;11/09/2026 00:00;" 298° 34' 29.33118""";"  78° 59' 20.47419""";594.716;Atmos PPM;0;1013.25;11.1012;175576.406;9045913.159;192.551;176089.028;9045633.904;78.939;583.897;583.75
CND_180_2;11/09/2026 00:01;" 298° 59' 59.18132""";"  79° 34' 22.46076""";553.861;Atmos PPM;0;1013.25;11.1012;175612.644;9045898.018;179.199;176089.028;9045633.904;78.939;544.768;544.7
CND_210_3;11/09/2026 00:01;" 302° 53' 58.97306""";"  78° 03' 50.40477""";629.462;Atmos PPM;0;1013.25;11.1012;175571.989;9045968.45;209.15;176089.028;9045633.904;78.939;616.02;615.834
CND_200_3;11/09/2026 00:01;" 303° 25' 02.94120""";"  78° 15' 55.32697""";598.431;Atmos PPM;0;1013.25;11.1012;175600.012;9045956.624;200.671;176089.028;9045633.904;78.939;586.052;585.906
CND_200_8;11/09/2026 00:01;" 303° 25' 02.83359""";"  78° 15' 55.19894""";598.431;Atmos PPM;0;1013.25;11.1012;175600.012;9045956.624;200.671;176089.028;9045633.904;78.939;586.05;585.906
CND_190_4;11/09/2026 00:01;" 304° 23' 45.82327""";"  78° 35' 21.44284""";568.31;Atmos PPM;0;1013.25;11.1012;175629.395;9045948.632;191.395;176089.028;9045633.904;78.939;557.187;557.06
CND_200_4;11/09/2026 00:01;" 309° 34' 04.44107""";"  77° 58' 12.87442""";577.855;Atmos PPM;0;1013.25;11.1012;175653.403;9045993.935;199.397;176089.028;9045633.904;78.939;565.267;565.148
CND_1505;11/09/2026 00:02;" 310° 59' 42.52889""";"  79° 10' 43.89402""";381.649;Atmos PPM;0;1013.25;11.1012;175806.122;9045879.83;150.601;176089.028;9045633.904;78.939;374.89;374.854
