point_id,seg,waktu,cycle,d_rad,d_tan,dZ,d_rad_c,d_tan_c,dZ_c,jarak_m
CND_27,0,2026-09-04 12:05,35,-1.26,6.278,-1.5,-1.064,3.139,-0.776,229.007
CND_27,0,2026-09-04 14:05,36,-0.4,3.583,-1.5,-0.199,0.153,-0.755,229.007
CND_27,0,2026-09-04 16:04,37,-0.4,3.583,-1.5,-0.194,-0.879,-0.735,229.007
CND_27,0,2026-09-04 18:04,38,-0.889,0.459,-0.5,-0.676,0.633,0.286,229.007
CND_27,0,2026-09-04 20:04,39,-0.43,1.347,0.5,-0.212,1.699,1.306,229.007
CND_27,0,2026-09-04 22:04,40,-0.43,1.347,0.5,-0.206,1.485,1.327,229.007
CND_27,0,2026-09-05 00:04,41,-0.43,1.347,0.5,-0.201,1.032,1.348,229.007
CND_27,0,2026-09-05 02:04,42,-0.43,1.347,0.5,-0.195,1.336,1.368,229.007
CND_27,0,2026-09-05 04:04,43,-0.43,1.347,0.5,-0.189,1.233,1.389,229.007
CND_27,0,2026-09-05 06:05,44,-1.347,-0.43,3.5,-1.101,1.59,4.41,229.007
CND_27,0,2026-09-05 08:06,45,-0.029,-2.236,-2.5,0.222,1.99,-1.569,229.007
CND_27,0,2026-09-05 10:05,46,-0.43,1.347,1.5,-0.173,2.89,2.451,229.007
CND_27,0,2026-09-05 12:05,47,-0.889,0.459,0.5,-0.626,-1.822,1.472,229.007
CND_27,0,2026-09-05 14:05,48,-0.4,3.583,-1.5,-0.132,0.537,-0.507,229.007
CND_27,0,2026-09-05 16:05,49,0.058,4.472,-1.5,0.332,0.638,-0.487,229.007
CND_27,0,2026-09-05 20:06,51,0.0,-0.0,-1.5,0.285,0.918,-0.445,229.007
CND_27,0,2026-09-05 22:05,52,-0.459,-0.889,-0.5,-0.168,-0.001,0.575,229.007
CND_27,0,2026-09-06 00:04,53,0.0,-0.0,0.5,0.296,0.217,1.596,229.007
CND_27,0,2026-09-06 02:05,54,-0.43,1.347,-0.5,-0.128,1.595,0.617,229.007
CND_27,0,2026-09-06 04:04,55,0.0,-0.0,-0.5,0.307,0.139,0.637,229.007
CND_27,0,2026-09-06 06:05,56,0.0,-0.0,-0.5,0.313,0.23,0.658,229.007
CND_27,0,2026-09-06 08:04,57,0.0,-0.0,-0.5,0.319,-0.0,0.678,229.007
CND_27,0,2026-09-06 10:05,58,-0.43,1.347,-2.5,-0.106,3.266,-1.301,229.007
CND_27,0,2026-09-06 12:05,59,-0.459,-0.889,-1.5,-0.129,-1.079,-0.28,229.007
CND_27,0,2026-09-06 14:05,60,-0.889,0.459,-0.5,-0.553,1.389,0.741,229.007
CND_27,0,2026-09-06 16:05,61,-0.43,1.347,-1.5,-0.089,1.965,-0.239,229.007
CND_27,0,2026-09-06 20:05,63,-0.459,-0.889,-0.5,-0.107,0.031,0.803,229.007
CND_29,0,2026-09-01 14:02,0,1.161,3.86,-4.0,1.161,3.025,-4.0,260.947
CND_29,0,2026-09-01 16:02,1,-0.363,-0.344,1.0,-0.356,-0.955,1.021,260.947
CND_29,0,2026-09-01 18:02,2,0.363,0.344,1.0,0.375,0.344,1.042,260.947
CND_29,0,2026-09-01 20:02,3,0.363,0.344,0.0,0.382,0.62,0.062,260.947
CND_29,0,2026-09-01 22:02,4,0.326,-1.069,0.0,0.351,-0.945,0.083,260.947
CND_29,0,2026-09-02 00:02,5,0.289,-2.483,0.0,0.321,-2.483,0.104,260.947
CND_29,0,2026-09-02 02:02,6,0.326,-1.069,0.0,0.364,-1.069,0.124,260.947
CND_29,0,2026-09-02 04:02,7,0.363,0.344,2.0,0.407,-0.08,2.145,260.947
CND_29,0,2026-09-02 06:02,8,0.363,0.344,0.0,0.414,0.014,0.166,260.947
CND_29,0,2026-09-02 08:02,9,-0.473,-4.585,3.0,-0.415,-1.219,3.186,260.947
CND_29,0,2026-09-02 10:02,10,-0.399,-1.758,0.0,-0.336,-1.237,0.207,260.947
CND_29,0,2026-09-02 12:02,11,-0.179,6.724,1.0,-0.109,2.121,1.228,260.947
CND_29,0,2026-09-02 14:02,12,0.473,4.585,-4.0,0.549,-0.018,-3.752,260.947
CND_29,0,2026-09-02 16:02,13,0.436,3.172,-2.0,0.519,-0.683,-1.731,260.947
CND_29,0,2026-09-02 18:02,14,0.363,0.344,-3.0,0.452,-0.122,-2.71,260.947
CND_29,0,2026-09-02 20:02,15,0.363,0.344,0.0,0.458,-0.104,0.31,260.947
CND_29,0,2026-09-02 22:02,16,0.326,-1.069,-3.0,0.428,-1.799,-2.669,260.947
CND_29,0,2026-09-03 00:02,17,0.363,0.344,1.0,0.471,-0.676,1.352,260.947
CND_29,0,2026-09-03 02:02,18,0.326,-1.069,0.0,0.441,-2.218,0.372,260.947
CND_29,0,2026-09-03 04:02,19,0.399,1.758,1.0,0.52,0.689,1.393,260.947
CND_29,0,2026-09-03 06:02,20,-0.363,-0.344,2.0,-0.235,0.27,2.414,260.947
CND_29,0,2026-09-03 08:02,21,-0.473,-4.585,2.0,-0.339,-1.302,2.434,260.947
CND_29,0,2026-09-03 10:02,22,-0.252,3.897,-3.0,-0.112,4.786,-2.545,260.947
CND_29,0,2026-09-03 12:02,23,0.289,-2.483,-5.0,0.436,-5.84,-4.524,260.947
CND_29,0,2026-09-03 14:02,24,-0.252,3.897,-4.0,-0.1,-0.906,-3.504,260.947
CND_29,0,2026-09-03 16:02,25,-0.252,3.897,-1.0,-0.093,1.365,-0.483,260.947
CND_29,0,2026-09-03 18:02,26,-0.326,1.069,0.0,-0.16,0.967,0.538,260.947
CND_29,0,2026-09-03 20:02,27,0.326,-1.069,0.0,0.498,-1.01,0.558,260.947
CND_29,0,2026-09-03 22:02,28,-0.326,1.069,2.0,-0.148,1.069,2.579,260.947
CND_29,0,2026-09-04 00:02,29,0.326,-1.069,-2.0,0.511,-1.289,-1.4,260.947
CND_29,0,2026-09-04 02:02,30,0.363,0.344,0.0,0.554,0.155,0.62,260.947
CND_29,0,2026-09-04 04:02,31,0.363,0.344,-2.0,0.56,-0.22,-1.359,260.947
CND_29,0,2026-09-04 06:02,32,-0.363,-0.344,2.0,-0.159,0.943,2.662,260.947
CND_29,0,2026-09-04 08:02,33,-0.436,-3.172,0.0,-0.226,-1.116,0.682,260.947
CND_29,0,2026-09-04 10:02,34,0.326,-1.069,-2.0,0.542,0.015,-1.297,260.947
CND_29,0,2026-09-04 12:02,35,-0.289,2.483,-1.0,-0.066,-1.094,-0.277,260.947
CND_29,0,2026-09-04 14:02,36,1.776,0.308,-15.0,2.006,-3.601,-14.256,260.947
CND_29,0,2026-09-04 16:02,37,0.399,1.758,-3.0,0.635,-3.327,-2.235,260.947
CND_29,0,2026-09-04 18:02,38,0.363,0.344,0.0,0.605,0.543,0.785,260.947
CND_29,0,2026-09-04 20:02,39,-0.363,-0.344,0.0,-0.114,0.056,0.806,260.947
CND_29,0,2026-09-04 22:02,40,0.363,0.344,2.0,0.617,0.501,2.827,260.947
CND_29,0,2026-09-05 00:02,41,0.363,0.344,0.0,0.624,-0.015,0.847,260.947
CND_29,0,2026-09-05 02:02,42,0.289,-2.483,1.0,0.557,-2.496,1.868,260.947
CND_29,0,2026-09-05 04:02,43,0.363,0.344,0.0,0.636,0.214,0.889,260.947
CND_29,0,2026-09-05 06:02,44,-1.125,-2.446,3.0,-0.844,-0.145,3.909,260.947
CND_29,0,2026-09-05 08:02,45,-0.546,-7.413,2.0,-0.26,-2.597,2.93,260.947
CND_29,0,2026-09-05 10:02,46,0.289,-2.483,-3.0,0.582,-0.726,-2.049,260.947
CND_29,0,2026-09-05 12:02,47,-0.216,5.311,-2.0,0.083,2.712,-1.029,260.947
CND_29,0,2026-09-05 14:02,48,0.363,0.344,-2.0,0.668,-3.127,-1.008,260.947
CND_29,0,2026-09-05 18:02,50,1.014,-1.795,-7.0,1.333,-0.806,-5.967,260.947
CND_29,0,2026-09-05 20:03,51,0.289,-2.483,-2.0,0.614,-1.437,-0.946,260.947
CND_29,0,2026-09-05 22:02,52,0.684,-14.518,-4.0,1.015,-13.507,-2.925,260.947
CND_29,0,2026-09-06 00:02,53,0.721,-13.105,-3.0,1.058,-12.858,-1.905,260.947
CND_29,0,2026-09-06 02:02,54,1.593,-6.761,-8.0,1.936,-6.479,-6.884,260.947
CND_29,0,2026-09-06 04:02,55,0.868,-7.45,-4.0,1.218,-7.292,-2.863,260.947
CND_29,0,2026-09-07 14:02,72,0.546,7.413,-4.0,1.004,4.013,-2.512,260.947
CND_30,0,2026-09-01 14:03,0,0.0,-0.0,-1.0,0.0,-0.813,-0.999,253.992
CND_30,0,2026-09-01 16:03,1,0.0,-0.0,-2.0,0.006,-0.594,-1.979,253.992
CND_30,0,2026-09-01 18:03,2,0.0,-0.0,0.0,0.013,-0.0,0.042,253.992
CND_30,0,2026-09-01 20:03,3,0.591,0.807,0.0,0.609,1.075,0.063,253.992
CND_30,0,2026-09-01 22:03,4,0.0,-0.0,0.0,0.025,0.121,0.083,253.992
CND_30,0,2026-09-02 00:03,5,0.0,-0.0,0.0,0.031,-0.0,0.104,253.992
CND_30,0,2026-09-02 02:03,6,0.0,-0.0,1.0,0.037,-0.0,1.124,253.992
CND_30,0,2026-09-02 04:03,7,0.591,0.807,1.0,0.634,0.393,1.145,253.992
CND_30,0,2026-09-02 06:03,8,0.591,0.807,0.0,0.64,0.485,0.166,253.992
CND_30,0,2026-09-02 08:03,9,-0.158,-3.602,2.0,-0.103,-0.325,2.186,253.992
CND_30,0,2026-09-02 10:04,10,-0.375,-2.204,0.0,-0.312,-1.697,0.207,253.992
CND_30,0,2026-09-02 12:03,11,-0.216,1.398,-2.0,-0.148,-3.083,-1.772,253.992
CND_30,0,2026-09-02 14:03,12,-0.274,6.397,-4.0,-0.199,1.916,-3.752,253.992
CND_30,0,2026-09-02 16:03,13,0.375,2.204,-3.0,0.455,-1.548,-2.731,253.992
CND_30,0,2026-09-02 18:03,14,0.0,-0.0,-1.0,0.087,-0.453,-0.71,253.992
CND_30,0,2026-09-02 20:03,15,0.591,0.807,-1.0,0.684,0.371,-0.69,253.992
CND_30,0,2026-09-02 22:03,16,-0.216,1.398,0.0,-0.117,0.687,0.331,253.992
CND_30,0,2026-09-03 00:03,17,-0.216,1.398,0.0,-0.111,0.405,0.352,253.992
CND_30,0,2026-09-03 02:03,18,-0.216,1.398,0.0,-0.105,0.279,0.372,253.992
CND_30,0,2026-09-03 04:03,19,-0.216,1.398,1.0,-0.098,0.357,1.393,253.992
CND_30,0,2026-09-03 06:03,20,-0.591,-0.807,0.0,-0.467,-0.209,0.414,253.992
CND_30,0,2026-09-03 08:03,21,-0.158,-3.602,-1.0,-0.028,-0.406,-0.566,253.992
CND_30,0,2026-09-03 10:03,22,-0.375,-2.204,0.0,-0.238,-1.339,0.455,253.992
CND_30,0,2026-09-03 12:03,23,-0.648,4.193,-2.0,-0.506,0.926,-1.524,253.992
CND_30,0,2026-09-03 14:03,24,-0.058,5.0,-3.0,0.091,0.325,-2.504,253.992
CND_30,0,2026-09-03 16:03,25,-0.807,0.591,1.0,-0.652,-1.874,1.517,253.992
CND_30,0,2026-09-03 18:03,26,0.0,-0.0,0.0,0.161,-0.099,0.538,253.992
CND_30,0,2026-09-03 20:03,27,-0.216,1.398,-1.0,-0.049,1.455,-0.442,253.992
CND_30,0,2026-09-03 22:03,28,0.0,-0.0,0.0,0.174,-0.0,0.579,253.992
CND_30,0,2026-09-04 00:03,29,-0.216,1.398,-1.0,-0.036,1.184,-0.4,253.992
CND_30,0,2026-09-04 02:03,30,0.591,0.807,-2.0,0.777,0.623,-1.38,253.992
CND_30,0,2026-09-04 04:03,31,0.591,0.807,-4.0,0.783,0.257,-3.359,253.992
CND_30,0,2026-09-04 06:03,32,0.432,-2.795,-1.0,0.631,-1.543,-0.338,253.992
CND_30,0,2026-09-04 08:03,33,0.216,-1.398,0.0,0.421,0.604,0.682,253.992
CND_30,0,2026-09-04 10:03,34,-0.375,-2.204,-1.0,-0.164,-1.149,-0.297,253.992
CND_30,0,2026-09-04 12:04,35,0.0,-0.0,-2.0,0.217,-3.482,-1.276,253.992
CND_30,0,2026-09-04 14:04,36,0.375,2.204,-3.0,0.598,-1.6,-2.256,253.992
CND_30,0,2026-09-04 16:03,37,-0.274,6.397,-2.0,-0.045,1.448,-1.235,253.992
CND_30,0,2026-09-04 18:03,38,0.0,-0.0,-2.0,0.236,0.193,-1.214,253.992
CND_30,0,2026-09-04 20:03,39,0.216,-1.398,-2.0,0.458,-1.008,-1.194,253.992
CND_30,0,2026-09-04 22:03,40,0.0,-0.0,-1.0,0.248,0.153,-0.173,253.992
CND_30,0,2026-09-05 00:03,41,-0.216,1.398,0.0,0.038,1.048,0.848,253.992
CND_30,0,2026-09-05 02:03,42,0.591,0.807,-1.0,0.851,0.794,-0.132,253.992
CND_30,0,2026-09-05 04:03,43,0.0,-0.0,0.0,0.266,-0.127,0.889,253.992
CND_30,0,2026-09-05 06:03,44,-0.375,-2.204,1.0,-0.102,0.036,1.91,253.992
CND_30,0,2026-09-05 08:03,45,-0.749,-4.409,2.0,-0.47,0.279,2.93,253.992
CND_30,0,2026-09-05 10:03,46,-0.375,-2.204,0.0,-0.09,-0.494,0.951,253.992
CND_30,0,2026-09-05 12:03,47,-0.274,6.397,-4.0,0.017,3.868,-3.028,253.992
CND_30,0,2026-09-05 14:03,48,0.0,-0.0,-5.0,0.297,-3.379,-4.008,253.992
CND_30,0,2026-09-05 16:04,49,0.158,3.602,-3.0,0.462,-0.65,-1.987,253.992
CND_30,0,2026-09-05 18:03,50,0.648,-4.193,-3.0,0.958,-3.23,-1.966,253.992
CND_30,0,2026-09-05 20:05,51,0.274,-6.397,-4.0,0.59,-5.379,-2.945,253.992
CND_30,0,2026-09-05 22:03,52,0.216,-1.398,-2.0,0.538,-0.413,-0.925,253.992
CND_30,0,2026-09-06 00:03,53,0.0,-0.0,0.0,0.328,0.24,1.096,253.992
CND_30,0,2026-09-06 02:03,54,0.0,-0.0,-2.0,0.335,0.275,-0.884,253.992
CND_30,0,2026-09-06 04:03,55,0.375,2.204,-3.0,0.715,2.358,-1.863,253.992
CND_30,0,2026-09-06 06:03,56,0.0,-0.0,-2.0,0.347,0.255,-0.842,253.992
CND_30,0,2026-09-07 08:03,69,0.432,-2.795,-3.0,0.86,0.175,-1.574,253.992
CND_30,0,2026-09-07 10:03,70,0.216,-1.398,-2.0,0.65,-0.472,-0.553,253.992
CND_30,0,2026-09-07 14:03,72,0.749,4.409,-8.0,1.195,1.1,-6.512,253.992
CND_30,0,2026-09-08 12:04,82,0.0,-0.0,-3.0,0.514,1.225,-1.284,253.992
CND_30,0,2026-09-08 14:03,83,0.0,-0.0,-7.0,0.52,-0.817,-5.264,253.992
CND_30,0,2026-09-09 12:04,94,0.216,-1.398,-8.0,0.805,-3.098,-6.037,253.992
CND_30,0,2026-09-10 10:04,105,-0.965,-3.011,-2.0,-0.309,-0.541,0.191,253.992
CND_30002,0,2026-09-01 14:00,0,1.933,-2.503,-17.5,1.933,-4.778,-17.5,710.906
CND_30002,0,2026-09-01 16:00,1,-0.659,1.888,0.5,-0.642,0.224,0.521,710.906
CND_30002,0,2026-09-01 18:00,2,0.0,-0.0,-0.5,0.035,-0.0,-0.459,710.906
CND_30002,0,2026-09-01 20:00,3,-0.33,0.944,-0.5,-0.278,1.694,-0.438,710.906
CND_30002,0,2026-09-01 22:00,4,-0.944,-0.33,3.5,-0.875,0.01,3.583,710.906
CND_30002,0,2026-09-02 00:00,5,-0.944,-0.33,4.5,-0.857,-0.33,4.603,710.906
CND_30002,0,2026-09-02 02:00,6,-1.603,1.558,10.5,-1.499,1.558,10.624,710.906
CND_30002,0,2026-09-02 04:00,7,0.0,-0.0,1.5,0.121,-1.157,1.645,710.906
CND_30002,0,2026-09-02 06:00,8,0.33,-0.944,-0.5,0.468,-1.844,-0.335,710.906
CND_30002,0,2026-09-02 08:00,9,1.739,-11.044,-8.5,1.895,-1.872,-8.314,710.906
CND_30002,0,2026-09-02 10:00,10,2.038,12.363,-20.5,2.211,13.782,-20.293,710.906
CND_30002,0,2026-09-02 12:00,11,1.333,17.413,-17.5,1.524,4.872,-17.273,710.906
CND_30002,0,2026-09-02 14:00,12,-0.36,25.296,-3.5,-0.152,12.754,-3.252,710.906
CND_30002,0,2026-09-02 16:00,13,-0.18,12.648,-3.5,0.045,2.146,-3.231,710.906
CND_30002,0,2026-09-02 18:00,14,-0.285,-2.218,-1.5,-0.042,-3.487,-1.211,710.906
CND_30002,0,2026-09-02 20:00,15,-0.33,0.944,-3.5,-0.07,-0.276,-3.19,710.906
CND_30002,0,2026-09-02 22:00,16,-0.614,-1.274,1.5,-0.337,-3.262,1.831,710.906
CND_30002,0,2026-09-03 00:00,17,-1.274,0.614,2.5,-0.979,-2.164,2.851,710.906
CND_30002,0,2026-09-03 02:00,18,-0.989,2.832,4.5,-0.677,-0.298,4.872,710.906
CND_30002,0,2026-09-03 04:00,19,-1.274,0.614,3.5,-0.944,-2.298,3.893,710.906
CND_30002,0,2026-09-03 06:00,20,-0.614,-1.274,2.5,-0.268,0.401,2.913,710.906
CND_30002,0,2026-09-03 08:00,21,0.33,-0.944,-10.5,0.694,8.002,-10.066,710.906
CND_30002,0,2026-09-03 10:00,22,2.982,12.693,-25.5,3.363,15.116,-25.045,710.906
CND_30002,0,2026-09-03 12:00,23,0.854,6.654,-13.5,1.253,-2.491,-13.025,710.906
CND_30002,0,2026-09-03 14:00,24,0.764,12.978,-10.5,1.18,-0.107,-10.004,710.906
CND_30002,0,2026-09-03 16:00,25,-1.603,1.558,3.5,-1.17,-5.339,4.017,710.906
CND_30002,0,2026-09-03 18:00,26,-1.558,-1.603,4.5,-1.108,-1.882,5.037,710.906
CND_30002,0,2026-09-03 20:00,27,-1.274,0.614,1.5,-0.806,0.775,2.058,710.906
CND_30002,0,2026-09-03 22:00,28,-1.558,-1.603,6.5,-1.073,-1.603,7.079,710.906
CND_30002,0,2026-09-04 00:00,29,-1.274,0.614,2.5,-0.771,0.017,3.099,710.906
CND_30002,0,2026-09-04 02:00,30,-0.944,-0.33,3.5,-0.424,-0.844,4.12,710.906
CND_30002,0,2026-09-04 04:00,31,0.045,-3.162,-1.5,0.582,-4.7,-0.86,710.906
CND_30002,0,2026-09-04 06:00,32,-0.569,-4.436,1.5,-0.015,-0.93,2.161,710.906
CND_30002,0,2026-09-04 08:00,33,0.0,-0.0,-5.5,0.572,5.601,-4.818,710.906
CND_30002,0,2026-09-04 10:00,34,5.755,-4.346,-33.5,6.344,-1.392,-32.798,710.906
CND_30002,0,2026-09-04 12:00,35,2.173,2.877,-24.5,2.78,-6.868,-23.777,710.906
CND_30002,0,2026-09-04 14:00,36,0.629,22.463,-13.5,1.253,11.815,-12.756,710.906
CND_30002,0,2026-09-04 16:00,37,0.06,18.028,-6.5,0.701,4.176,-5.736,710.906
CND_30002,0,2026-09-04 18:00,38,-1.229,-2.548,0.5,-0.57,-2.007,1.285,710.906
CND_30002,0,2026-09-04 20:00,39,-0.24,-5.38,1.5,0.436,-4.289,2.306,710.906
CND_30002,0,2026-09-04 22:00,40,-2.128,-6.039,8.5,-1.434,-5.612,9.326,710.906
CND_30002,0,2026-09-05 00:00,41,-1.888,-0.659,6.5,-1.177,-1.639,7.347,710.906
CND_30002,0,2026-09-05 02:00,42,-2.173,-2.877,6.5,-1.445,-2.912,7.368,710.906
CND_30002,0,2026-09-05 04:00,43,-1.843,-3.821,7.5,-1.098,-4.176,8.388,710.906
CND_30002,0,2026-09-05 06:00,44,-1.798,-6.983,2.5,-1.035,-0.714,3.409,710.906
CND_30002,0,2026-09-05 08:00,45,1.454,-13.262,-14.5,2.234,-0.142,-13.57,710.906
CND_30002,0,2026-09-05 10:00,46,-0.33,0.944,-9.5,0.468,5.733,-8.55,710.906
CND_30002,0,2026-09-05 12:00,47,4.256,12.078,-31.5,5.07,4.999,-30.529,710.906
CND_30002,0,2026-09-05 14:00,48,-0.6,19.916,-5.5,0.232,10.458,-4.508,710.906
CND_30002,0,2026-09-05 16:00,49,-0.18,12.648,-8.5,0.669,0.746,-7.488,710.906
CND_30002,0,2026-09-05 18:00,50,-1.843,-3.821,4.5,-0.976,-1.127,5.533,710.906
CND_30002,0,2026-09-05 20:00,51,-2.173,-2.877,4.5,-1.289,-0.027,5.554,710.906
CND_30002,0,2026-09-05 22:00,52,-1.843,-3.821,6.5,-0.942,-1.065,7.574,710.906
CND_30002,0,2026-09-06 00:00,53,-2.173,-2.877,4.5,-1.254,-2.205,5.595,710.906
CND_30002,0,2026-09-06 02:00,54,-1.558,-1.603,1.5,-0.622,-0.834,2.616,710.906
CND_30002,0,2026-09-06 04:00,55,-2.787,-4.151,9.5,-1.834,-3.721,10.636,710.906
CND_30002,0,2026-09-06 06:00,56,-2.173,-2.877,3.5,-1.202,-2.165,4.657,710.906
CND_30002,0,2026-09-06 10:00,58,1.184,5.71,-14.5,2.189,11.666,-13.302,710.906
CND_30002,0,2026-09-06 12:00,59,-0.42,7.268,-11.5,0.603,6.677,-10.281,710.906
CND_30002,0,2026-09-06 14:00,60,-2.173,-2.877,0.5,-1.133,0.011,1.74,710.906
CND_30002,0,2026-09-06 16:00,61,-2.173,-2.877,1.5,-1.115,-0.961,2.76,710.906
CND_30002,0,2026-09-06 18:00,62,-0.614,-1.274,-0.5,0.46,0.461,0.781,710.906
CND_30002,0,2026-09-06 20:00,63,-2.173,-2.877,5.5,-1.081,-0.021,6.802,710.906
CND_30002,0,2026-09-06 22:00,64,-2.503,-1.933,9.5,-1.393,0.0,10.822,710.906
CND_30002,0,2026-09-07 00:00,65,-2.173,-2.877,5.5,-1.046,-1.625,6.843,710.906
CND_30002,0,2026-09-07 02:00,66,-1.558,-1.603,4.5,-0.414,-0.132,5.864,710.906
CND_30002,0,2026-09-07 04:00,67,-1.843,-3.821,5.5,-0.682,-0.934,6.884,710.906
CND_30002,0,2026-09-07 06:00,68,-1.843,-3.821,4.5,-0.664,-0.548,5.905,710.906
CND_30002,0,2026-09-07 08:00,69,-2.083,-9.201,3.5,-0.887,-0.889,4.926,710.906
CND_30002,0,2026-09-07 10:00,70,0.285,2.218,-7.5,1.498,4.808,-6.054,710.906
CND_30002,0,2026-09-07 12:00,71,0.569,4.436,-13.5,1.8,0.0,-12.033,710.906
CND_30002,0,2026-09-07 14:00,72,1.513,4.765,-23.5,2.762,-4.497,-22.012,710.906
CND_30002,0,2026-09-07 18:00,73,-3.117,-3.207,4.5,-1.834,-0.117,6.029,710.906
CND_30002,0,2026-09-07 20:00,74,-1.513,-4.765,-2.5,-0.213,-2.545,-0.95,710.906
CND_30002,0,2026-09-07 22:00,75,-2.173,-2.877,2.5,-0.855,-1.423,4.07,710.906
CND_30002,0,2026-09-08 00:00,76,-2.173,-2.877,1.5,-0.838,-1.789,3.091,710.906
CND_30002,0,2026-09-08 02:00,77,-1.558,-1.603,-2.5,-0.206,-0.194,-0.888,710.906
CND_30002,0,2026-09-08 04:00,78,-2.832,-0.989,3.5,-1.463,-0.809,5.132,710.906
CND_30002,0,2026-09-08 06:00,79,-1.229,-2.548,0.5,0.158,-1.303,2.153,710.906
CND_30002,0,2026-09-08 08:00,80,-3.926,-13.023,9.5,-2.522,0.192,11.174,710.906
CND_30002,0,2026-09-08 10:00,81,-0.944,-0.33,-8.5,0.477,5.946,-6.806,710.906
CND_30002,0,2026-09-08 12:00,82,-1.843,-3.821,-6.5,-0.404,-0.392,-4.785,710.906
CND_30002,0,2026-09-08 14:00,83,1.468,7.927,-26.5,2.925,5.641,-24.764,710.906
CND_30002,0,2026-09-08 16:00,84,-0.989,2.832,-10.5,0.484,6.409,-8.744,710.906
CND_30002,0,2026-09-08 18:00,85,-1.513,-4.765,-1.5,-0.023,-1.506,0.277,710.906
CND_30002,0,2026-09-08 20:00,86,-1.558,-1.603,-1.5,-0.05,1.222,0.298,710.906
CND_30002,0,2026-09-08 22:00,87,-1.798,-6.983,-2.5,-0.273,-4.664,-0.682,710.906
CND_30002,0,2026-09-09 02:00,89,-1.888,-0.659,-0.5,-0.328,0.405,1.36,710.906
CND_30002,0,2026-09-09 04:00,90,-1.888,-0.659,1.5,-0.311,0.057,3.38,710.906
CND_30002,0,2026-09-09 06:00,91,-1.888,-0.659,0.5,-0.293,0.413,2.401,710.906
CND_30002,0,2026-09-09 08:00,92,-0.719,-16.139,-9.5,0.893,-3.867,-7.579,710.906
CND_30002,0,2026-09-09 10:00,93,-1.513,-4.765,-7.5,0.116,0.0,-5.558,710.906
CND_30002,0,2026-09-09 12:00,94,2.128,6.039,-28.5,3.775,1.279,-26.537,710.906
CND_30002,0,2026-09-09 14:00,95,0.24,5.38,-23.5,1.904,1.407,-21.517,710.906
CND_30002,0,2026-09-09 16:00,96,-1.798,-6.983,-8.5,-0.117,-5.701,-6.496,710.906
CND_30002,0,2026-09-09 18:00,97,-1.843,-3.821,-6.5,-0.144,0.494,-4.475,710.906
CND_30002,0,2026-09-09 20:00,98,-2.458,-5.095,-1.5,-0.741,-2.331,0.545,710.906
CND_30002,0,2026-09-09 22:00,99,-3.117,-3.207,2.5,-1.383,-0.018,4.566,710.906
CND_30002,0,2026-09-10 00:00,100,-2.458,-5.095,-3.5,-0.707,-2.843,-1.413,710.906
CND_30002,0,2026-09-10 02:00,101,-2.503,-1.933,1.5,-0.734,-1.785,3.607,710.906
CND_30002,0,2026-09-10 04:00,102,-3.162,-0.045,3.5,-1.376,0.729,5.628,710.906
CND_30002,0,2026-09-10 06:00,103,-2.832,-0.989,2.5,-1.029,0.368,4.649,710.906
CND_30002,0,2026-09-10 08:00,104,-2.607,-16.799,0.5,-0.787,-3.391,2.669,710.906
CND_30002,0,2026-09-10 10:00,105,-0.704,5.05,-15.5,1.133,11.964,-13.31,710.906
CND_30002,0,2026-09-10 12:00,106,-1.079,9.156,-16.5,0.776,5.403,-14.289,710.906
CND_30002,0,2026-09-10 14:00,107,-1.214,18.642,-15.5,0.658,11.57,-13.269,710.906
CND_30002,0,2026-09-10 16:00,108,-1.933,2.503,-9.5,-0.044,5.512,-7.248,710.906
CND_30002,0,2026-09-10 18:00,109,-2.458,-5.095,-5.5,-0.551,-1.982,-3.227,710.906
CND_30002,0,2026-09-10 20:00,110,-2.458,-5.095,-1.5,-0.533,-2.086,0.793,710.906
CND_30002,0,2026-09-10 22:00,111,-2.173,-2.877,-2.5,-0.231,-0.579,-0.186,710.906
CND_30002,0,2026-09-11 00:00,112,-3.117,-3.207,-1.5,-1.158,-2.334,0.835,710.906
CND_30002,0,2026-09-11 02:00,113,-2.832,-0.989,-1.5,-0.856,1.267,0.855,710.906
CND_30002,0,2026-09-11 04:00,114,-3.162,-0.045,0.5,-1.168,0.572,2.876,710.906
CND_30002,0,2026-09-11 06:00,115,-2.787,-4.151,0.5,-0.776,-0.763,2.897,710.906
CND_30002,0,2026-09-11 08:00,116,-2.742,-7.313,-7.5,-0.714,4.442,-5.083,710.906
CND_30002,0,2026-09-11 10:00,117,1.409,-10.1,-28.5,3.454,-4.918,-26.062,710.906
CND_30002,0,2026-09-11 12:00,118,2.323,14.581,-37.5,4.386,9.221,-35.041,710.906
CND_30002,0,2026-09-11 14:00,119,-0.18,12.648,-23.5,1.9,8.135,-21.021,710.906
CND_30002,0,2026-09-11 16:00,120,-3.776,-1.319,0.5,-1.679,2.871,3.0,710.906
CND_30002,0,2026-09-11 18:00,121,-4.346,-5.755,2.5,-2.231,-3.088,5.021,710.906
CND_30002,0,2026-09-11 20:00,122,-3.117,-3.207,-1.5,-0.985,0.334,1.041,710.906
CND_30002,0,2026-09-11 22:00,123,-3.731,-4.481,2.5,-1.582,-0.728,5.062,710.906
