point_id,seg,waktu,cycle,d_rad,d_tan,dZ,d_rad_c,d_tan_c,dZ_c,jarak_m
CND_1503,0,2026-09-03 02:04,18,0.259,0.427,1.0,0.418,-1.161,1.373,360.742
CND_1503,0,2026-09-03 04:04,19,-0.077,1.801,0.0,0.091,0.323,0.393,360.742
CND_1503,0,2026-09-03 06:04,20,-0.077,1.801,1.0,0.1,2.651,1.414,360.742
CND_1503,0,2026-09-03 08:04,21,-0.625,-4.885,0.0,-0.44,-0.345,0.435,360.742
CND_1503,0,2026-09-03 10:04,22,0.259,0.427,-5.0,0.453,1.657,-4.545,360.742
CND_1503,0,2026-09-03 12:04,23,0.442,2.656,-3.0,0.645,-1.984,-2.524,360.742
CND_1503,0,2026-09-03 14:04,24,-0.23,5.403,-2.0,-0.018,-1.236,-1.503,360.742
CND_1503,0,2026-09-03 16:04,25,-1.267,3.694,2.0,-1.047,0.194,2.517,360.742
CND_1503,0,2026-09-03 18:03,26,0.259,0.427,0.0,0.488,0.286,0.538,360.742
CND_1503,0,2026-09-03 20:04,27,0.259,0.427,-1.0,0.497,0.509,-0.441,360.742
CND_1503,0,2026-09-03 22:04,28,-0.259,-0.427,0.0,-0.013,-0.427,0.579,360.742
CND_1503,0,2026-09-04 00:04,29,0.077,-1.801,-1.0,0.332,-2.104,-0.4,360.742
CND_1503,0,2026-09-04 02:04,30,0.077,-1.801,-1.0,0.341,-2.062,-0.379,360.742
CND_1503,0,2026-09-04 04:04,31,-0.077,1.801,-1.0,0.196,1.02,-0.359,360.742
CND_1503,0,2026-09-04 06:04,32,-0.259,-0.427,1.0,0.022,1.351,1.662,360.742
CND_1503,0,2026-09-04 08:04,33,-0.106,-4.03,-1.0,0.184,-1.187,-0.317,360.742
CND_1503,0,2026-09-04 10:04,34,0.595,-0.946,-8.0,0.895,0.553,-7.297,360.742
CND_1503,0,2026-09-04 12:05,35,0.106,4.03,-2.0,0.415,-0.916,-1.276,360.742
CND_1503,0,2026-09-04 14:05,36,-0.23,5.403,0.0,0.087,0.0,0.745,360.742
CND_1503,0,2026-09-04 16:04,37,-0.566,6.777,-1.0,-0.24,-0.252,-0.235,360.742
CND_1503,0,2026-09-04 18:03,38,0.595,-0.946,-3.0,0.93,-0.672,-2.214,360.742
CND_1503,0,2026-09-04 20:04,39,-0.259,-0.427,-1.0,0.084,0.126,-0.194,360.742
CND_1503,0,2026-09-04 22:04,40,0.259,0.427,1.0,0.612,0.644,1.827,360.742
CND_1503,0,2026-09-05 00:04,41,-1.114,0.091,2.0,-0.753,-0.406,2.848,360.742
CND_1503,0,2026-09-05 02:04,42,-0.259,-0.427,1.0,0.11,-0.445,1.868,360.742
CND_1503,0,2026-09-05 04:04,43,0.259,0.427,1.0,0.638,0.247,1.889,360.742
CND_1503,0,2026-09-05 06:04,44,-0.961,-3.511,2.0,-0.574,-0.329,2.91,360.742
CND_1503,0,2026-09-05 08:04,45,-0.961,-3.511,-1.0,-0.565,3.147,-0.07,360.742
CND_1503,0,2026-09-05 10:04,46,0.23,-5.403,-5.0,0.635,-2.974,-4.049,360.742
CND_1503,0,2026-09-05 12:04,47,-0.595,0.946,-5.0,-0.182,-2.646,-4.028,360.742
CND_1503,0,2026-09-05 14:04,48,-0.412,3.175,-4.0,0.01,-1.624,-3.008,360.742
CND_1503,0,2026-09-05 16:05,49,-0.047,7.632,-4.0,0.385,1.593,-2.987,360.742
CND_1503,0,2026-09-05 18:04,50,0.595,-0.946,-7.0,1.036,0.421,-5.966,360.742
CND_1503,0,2026-09-05 20:06,51,-0.442,-2.656,-3.0,0.007,-1.21,-1.945,360.742
CND_1503,0,2026-09-05 22:05,52,-0.778,-1.282,-1.0,-0.321,0.116,0.075,360.742
CND_1503,0,2026-09-06 00:04,53,-1.114,0.091,0.0,-0.648,0.433,1.096,360.742
CND_1503,0,2026-09-06 02:04,54,-0.259,-0.427,-2.0,0.216,-0.037,-0.884,360.742
CND_1503,0,2026-09-06 04:04,55,-0.595,0.946,0.0,-0.111,1.164,1.137,360.742
CND_1503,0,2026-09-06 06:04,56,-0.259,-0.427,-1.0,0.233,-0.066,0.158,360.742
CND_1503,0,2026-09-06 10:05,58,-0.961,-3.511,-1.0,-0.451,-0.488,0.199,360.742
CND_1503,0,2026-09-06 12:04,59,-0.595,0.946,-3.0,-0.076,0.646,-1.78,360.742
CND_1503,0,2026-09-06 14:04,60,-1.633,-0.763,0.0,-1.105,0.702,1.24,360.742
CND_1503,0,2026-09-06 16:04,61,-1.969,0.61,0.0,-1.432,1.582,1.261,360.742
CND_1503,0,2026-09-06 18:04,62,-0.778,-1.282,-2.0,-0.233,-0.402,-0.718,360.742
CND_1503,0,2026-09-06 20:04,63,0.077,-1.801,-3.0,0.631,-0.352,-1.698,360.742
CND_1503,0,2026-09-06 22:04,64,-1.297,-2.137,0.0,-0.734,-1.156,1.323,360.742
CND_1503,0,2026-09-07 00:04,65,-0.778,-1.282,-1.0,-0.206,-0.647,0.344,360.742
CND_1503,0,2026-09-07 02:04,66,-0.778,-1.282,1.0,-0.197,-0.536,2.364,360.742
CND_1503,0,2026-09-07 04:04,67,-1.633,-0.763,1.0,-1.043,0.702,2.385,360.742
CND_1503,0,2026-09-07 06:04,68,-1.297,-2.137,0.0,-0.699,-0.476,1.406,360.742
CND_1503,0,2026-09-07 08:04,69,-1.144,-5.739,-1.0,-0.537,-1.521,0.426,360.742
CND_1503,0,2026-09-07 10:04,70,-0.778,-1.282,-2.0,-0.162,0.032,-0.553,360.742
CND_1503,0,2026-09-07 12:04,71,-0.077,1.801,-6.0,0.548,-0.45,-4.532,360.742
CND_1503,0,2026-09-07 14:04,72,-0.566,6.777,-3.0,0.068,2.077,-1.512,360.742
CND_1503,0,2026-09-07 18:05,73,-1.297,-2.137,-1.0,-0.646,-0.569,0.53,360.742
CND_1503,0,2026-09-07 20:04,74,-0.778,-1.282,-1.0,-0.118,-0.156,0.55,360.742
CND_1503,0,2026-09-07 22:04,75,-1.633,-0.763,0.0,-0.964,-0.025,1.571,360.742
CND_1503,0,2026-09-08 00:04,76,-0.778,-1.282,-1.0,-0.101,-0.73,0.592,360.742
CND_1503,0,2026-09-08 02:04,77,-0.808,-7.113,-4.0,-0.122,-6.398,-2.388,360.742
CND_1503,0,2026-09-08 04:04,78,-0.778,-1.282,-2.0,-0.083,-1.191,-0.367,360.742
CND_1503,0,2026-09-08 06:04,79,-0.778,-1.282,-1.0,-0.074,-0.651,0.654,360.742
CND_1503,0,2026-09-08 08:05,80,-2.518,-6.075,3.0,-1.805,0.63,4.674,360.742
CND_1503,0,2026-09-08 10:04,81,-0.961,-3.511,-2.0,-0.24,-0.326,-0.305,360.742
CND_1503,0,2026-09-08 12:04,82,-1.114,0.091,-1.0,-0.384,1.832,0.716,360.742
CND_1503,0,2026-09-08 14:04,83,-0.778,-1.282,-4.0,-0.039,-2.443,-2.264,360.742
CND_1503,0,2026-09-08 16:04,84,-1.297,-2.137,-1.0,-0.549,-0.322,0.757,360.742
CND_1503,0,2026-09-08 18:04,85,-0.961,-3.511,-1.0,-0.204,-1.857,0.778,360.742
CND_1503,0,2026-09-08 20:04,86,-1.816,-2.992,0.0,-1.05,-1.558,1.798,360.742
CND_1503,0,2026-09-08 22:04,87,-1.297,-2.137,0.0,-0.523,-0.96,1.819,360.742
CND_1503,0,2026-09-09 06:04,91,-0.778,-1.282,-3.0,0.031,-0.738,-1.098,360.742
CND_1503,0,2026-09-09 08:05,92,-1.663,-6.594,-2.0,-0.845,-0.367,-0.078,360.742
CND_1503,0,2026-09-09 10:05,93,-0.289,-6.258,-7.0,0.538,-3.84,-5.057,360.742
CND_1503,0,2026-09-09 12:05,94,-0.931,2.32,-5.0,-0.095,-0.095,-3.036,360.742
CND_1503,0,2026-09-09 14:05,95,-0.931,2.32,-8.0,-0.087,0.304,-6.016,360.742
CND_1503,0,2026-09-09 16:06,96,-1.45,1.465,-4.0,-0.597,2.116,-1.995,360.742
CND_1503,0,2026-09-09 18:04,97,-1.816,-2.992,-2.0,-0.954,-0.802,0.025,360.742
CND_1503,0,2026-09-09 20:04,98,-1.969,0.61,-1.0,-1.098,2.013,1.046,360.742
CND_1503,0,2026-09-09 22:04,99,-2.152,-1.618,0.0,-1.272,-0.0,2.067,360.742
CND_1503,0,2026-09-10 00:04,100,-1.114,0.091,-2.0,-0.226,1.234,0.087,360.742
CND_1503,0,2026-09-10 02:04,101,-1.969,0.61,-2.0,-1.072,0.686,0.108,360.742
CND_1503,0,2026-09-10 04:04,102,-1.633,-0.763,-1.0,-0.727,-0.371,1.129,360.742
CND_1503,0,2026-09-10 06:04,103,-1.633,-0.763,0.0,-0.718,-0.075,2.149,360.742
CND_1503,0,2026-09-10 08:04,104,-1.144,-5.739,-3.0,-0.22,1.064,-0.83,360.742
CND_1503,0,2026-09-10 10:04,105,-1.297,-2.137,-2.0,-0.364,1.371,0.191,360.742
CND_1503,0,2026-09-10 12:04,106,-1.786,2.839,-2.0,-0.845,0.935,0.211,360.742
CND_1503,0,2026-09-10 14:05,107,-1.267,3.694,-8.0,-0.317,0.105,-5.768,360.742
CND_1503,0,2026-09-10 16:04,108,-2.152,-1.618,-1.0,-1.193,-0.091,1.253,360.742
CND_1503,0,2026-09-10 18:04,109,-2.152,-1.618,-3.0,-1.184,-0.038,-0.727,360.742
CND_1503,0,2026-09-10 20:04,110,-1.816,-2.992,-2.0,-0.839,-1.465,0.294,360.742
CND_1503,0,2026-09-10 22:04,111,-1.633,-0.763,-3.0,-0.648,0.403,-0.685,360.742
CND_1503,0,2026-09-11 00:04,112,-1.969,0.61,-2.0,-0.975,1.053,0.335,360.742
CND_1503,0,2026-09-11 02:04,113,-1.633,-0.763,-4.0,-0.63,0.381,-1.644,360.742
CND_1503,0,2026-09-11 04:04,114,-1.816,-2.992,-2.0,-0.804,-2.679,0.377,360.742
CND_1503,0,2026-09-11 06:04,115,-1.816,-2.992,-1.0,-0.795,-1.273,1.397,360.742
CND_1503,0,2026-09-11 08:04,116,-2.365,-9.678,1.0,-1.335,-3.712,3.418,360.742
CND_1503,0,2026-09-11 12:04,118,-0.778,-1.282,-5.0,0.269,-4.002,-2.541,360.742
CND_1503,0,2026-09-11 14:04,119,-1.786,2.839,-6.0,-0.73,0.549,-3.52,360.742
CND_1503,0,2026-09-11 16:04,120,-3.343,0.274,1.0,-2.278,2.401,3.501,360.742
CND_1503,0,2026-09-11 18:04,121,-1.999,-5.221,-4.0,-0.925,-3.868,-1.479,360.742
CND_1504,0,2026-09-01 14:03,0,1.123,2.956,-7.0,1.123,1.794,-6.999,362.938
CND_1504,0,2026-09-01 16:02,1,0.0,-0.0,0.0,0.009,-0.849,0.021,362.938
CND_1504,0,2026-09-01 18:03,2,0.0,-0.0,1.0,0.018,-0.0,1.042,362.938
CND_1504,0,2026-09-01 20:02,3,0.284,-2.814,0.0,0.311,-2.431,0.062,362.938
CND_1504,0,2026-09-01 22:03,4,0.0,-0.0,1.0,0.036,0.173,1.083,362.938
CND_1504,0,2026-09-02 00:03,5,0.142,-1.407,0.0,0.186,-1.407,0.104,362.938
CND_1504,0,2026-09-02 02:03,6,0.633,0.775,0.0,0.686,0.775,0.124,362.938
CND_1504,0,2026-09-02 04:03,7,0.633,0.775,1.0,0.695,0.184,1.145,362.938
CND_1504,0,2026-09-02 06:03,8,0.633,0.775,-1.0,0.704,0.315,-0.834,362.938
CND_1504,0,2026-09-02 08:03,9,-0.413,-9.991,4.0,-0.334,-5.309,4.186,362.938
CND_1504,0,2026-09-02 10:03,10,-0.207,-4.996,1.0,-0.118,-4.271,1.207,362.938
CND_1504,0,2026-09-02 12:03,11,0.065,6.403,-5.0,0.162,-0.0,-4.772,362.938
CND_1504,0,2026-09-02 14:03,12,0.065,6.403,-3.0,0.171,-0.0,-2.752,362.938
CND_1504,0,2026-09-02 16:02,13,1.123,2.956,-3.0,1.238,-2.405,-2.731,362.938
CND_1504,0,2026-09-02 18:02,14,0.0,-0.0,1.0,0.124,-0.648,1.29,362.938
CND_1504,0,2026-09-02 20:02,15,0.0,-0.0,-1.0,0.133,-0.623,-0.69,362.938
CND_1504,0,2026-09-02 22:03,16,0.633,0.775,-2.0,0.774,-0.24,-1.669,362.938
CND_1504,0,2026-09-03 00:02,17,-0.142,1.407,0.0,0.009,-0.012,0.352,362.938
CND_1504,0,2026-09-03 02:02,18,0.633,0.775,-1.0,0.792,-0.823,-0.628,362.938
CND_1504,0,2026-09-03 04:02,19,0.633,0.775,-1.0,0.801,-0.712,-0.607,362.938
CND_1504,0,2026-09-03 06:03,20,0.142,-1.407,1.0,0.319,-0.552,1.414,362.938
CND_1504,0,2026-09-03 08:03,21,-0.839,-5.77,4.0,-0.653,-1.203,4.434,362.938
CND_1504,0,2026-09-03 10:03,22,-0.349,-3.589,-3.0,-0.154,-2.352,-2.545,362.938
CND_1504,0,2026-09-03 12:03,23,-0.284,2.814,-1.0,-0.08,-1.854,-0.524,362.938
CND_1504,0,2026-09-03 14:02,24,0.207,4.996,-5.0,0.419,-1.685,-4.504,362.938
CND_1504,0,2026-09-03 16:03,25,-0.284,2.814,-2.0,-0.062,-0.707,-1.483,362.938
CND_1504,0,2026-09-03 18:02,26,-0.633,-0.775,1.0,-0.402,-0.917,1.538,362.938
CND_1504,0,2026-09-03 20:03,27,0.775,-0.633,-2.0,1.014,-0.55,-1.442,362.938
CND_1504,0,2026-09-03 22:03,28,0.142,-1.407,0.0,0.39,-1.407,0.579,362.938
CND_1504,0,2026-09-04 00:03,29,0.0,-0.0,-1.0,0.257,-0.305,-0.4,362.938
CND_1504,0,2026-09-04 02:03,30,0.142,-1.407,-1.0,0.408,-1.67,-0.38,362.938
CND_1504,0,2026-09-04 04:03,31,0.0,-0.0,-2.0,0.275,-0.785,-1.359,362.938
CND_1504,0,2026-09-04 06:02,32,-0.349,-3.589,1.0,-0.065,-1.799,1.662,362.938
CND_1504,0,2026-09-04 08:03,33,-0.207,-4.996,-1.0,0.086,-2.136,-0.318,362.938
CND_1504,0,2026-09-04 10:03,34,0.568,-5.628,-5.0,0.869,-4.12,-4.297,362.938
CND_1504,0,2026-09-04 12:03,35,-0.916,2.04,-2.0,-0.606,-2.936,-1.276,362.938
CND_1504,0,2026-09-04 14:03,36,0.0,-0.0,-3.0,0.319,-5.436,-2.256,362.938
CND_1504,0,2026-09-04 16:02,37,0.207,4.996,-4.0,0.534,-2.076,-3.235,362.938
CND_1504,0,2026-09-04 18:02,38,-0.491,-2.182,0.0,-0.154,-1.906,0.785,362.938
CND_1504,0,2026-09-04 20:03,39,0.0,-0.0,-1.0,0.345,0.557,-0.194,362.938
CND_1504,0,2026-09-04 22:02,40,0.0,-0.0,-1.0,0.354,0.218,-0.173,362.938
CND_1504,0,2026-09-05 00:02,41,-0.633,-0.775,1.0,-0.27,-1.275,1.847,362.938
CND_1504,0,2026-09-05 02:02,42,0.142,-1.407,-1.0,0.514,-1.425,-0.132,362.938
CND_1504,0,2026-09-05 04:03,43,0.142,-1.407,-1.0,0.523,-1.588,-0.111,362.938
CND_1504,0,2026-09-05 06:03,44,0.284,-2.814,-1.0,0.674,0.387,-0.09,362.938
CND_1504,0,2026-09-05 08:03,45,-1.046,-10.766,-2.0,-0.647,-4.068,-1.07,362.938
CND_1504,0,2026-09-05 10:03,46,0.568,-5.628,-3.0,0.975,-3.184,-2.049,362.938
CND_1504,0,2026-09-05 12:03,47,-0.916,2.04,-3.0,-0.5,-1.575,-2.028,362.938
CND_1504,0,2026-09-05 14:03,48,0.633,0.775,-7.0,1.058,-4.054,-6.008,362.938
CND_1504,0,2026-09-05 16:03,49,0.207,4.996,-6.0,0.641,-1.08,-4.987,362.938
CND_1504,0,2026-09-05 18:03,50,-0.349,-3.589,-4.0,0.094,-2.213,-2.966,362.938
CND_1504,0,2026-09-05 20:04,51,0.284,-2.814,-3.0,0.736,-1.359,-1.946,362.938
CND_1504,0,2026-09-05 22:03,52,0.142,-1.407,-2.0,0.602,0.0,-0.925,362.938
CND_1504,0,2026-09-06 00:03,53,-0.349,-3.589,-1.0,0.121,-3.245,0.096,362.938
CND_1504,0,2026-09-06 02:03,54,-0.491,-2.182,-1.0,-0.012,-1.789,0.116,362.938
CND_1504,0,2026-09-06 04:03,55,-0.633,-0.775,-1.0,-0.146,-0.555,0.137,362.938
CND_1504,0,2026-09-06 06:03,56,0.284,-2.814,-1.0,0.78,-2.45,0.158,362.938
CND_1504,0,2026-09-06 10:03,58,-0.981,-4.363,-3.0,-0.468,-1.322,-1.801,362.938
CND_1504,0,2026-09-06 12:03,59,-1.407,-0.142,-3.0,-0.885,-0.444,-1.78,362.938
CND_1504,0,2026-09-06 14:03,60,-0.981,-4.363,-2.0,-0.45,-2.889,-0.76,362.938
CND_1504,0,2026-09-06 16:03,61,-1.123,-2.956,-3.0,-0.583,-1.978,-1.739,362.938
CND_1504,0,2026-09-06 18:02,62,-0.349,-3.589,-3.0,0.2,-2.703,-1.719,362.938
CND_1504,0,2026-09-06 20:03,63,-0.981,-4.363,-2.0,-0.423,-2.905,-0.698,362.938
CND_1504,0,2026-09-06 22:03,64,0.142,-1.407,-2.0,0.709,-0.42,-0.677,362.938
CND_1504,0,2026-09-07 00:02,65,0.142,-1.407,-4.0,0.717,-0.768,-2.657,362.938
CND_1504,0,2026-09-07 02:02,66,0.284,-2.814,-4.0,0.868,-2.063,-2.636,362.938
CND_1504,0,2026-09-07 04:02,67,0.142,-1.407,-6.0,0.735,0.067,-4.615,362.938
CND_1504,0,2026-09-07 06:03,68,0.142,-1.407,-6.0,0.744,0.264,-4.595,362.938
CND_1504,0,2026-09-07 08:03,69,-0.981,-4.363,-2.0,-0.37,-0.119,-0.574,362.938
CND_1504,0,2026-09-07 10:03,70,-0.981,-4.363,-1.0,-0.361,-3.041,0.447,362.938
CND_1504,0,2026-09-07 12:03,71,-0.775,0.633,-3.0,-0.146,-1.632,-1.533,362.938
CND_1504,0,2026-09-07 14:03,72,0.142,-1.407,-6.0,0.779,-6.136,-4.512,362.938
CND_1504,0,2026-09-07 18:03,73,-1.123,-2.956,-4.0,-0.468,-1.379,-2.471,362.938
CND_1504,0,2026-09-07 20:03,74,-0.491,-2.182,-3.0,0.173,-1.048,-1.45,362.938
CND_1504,0,2026-09-07 22:03,75,-0.491,-2.182,-3.0,0.182,-1.439,-1.429,362.938
CND_1504,0,2026-09-08 00:03,76,-0.491,-2.182,-3.0,0.191,-1.626,-1.409,362.938
CND_1504,0,2026-09-08 02:03,77,0.0,-0.0,-4.0,0.691,0.72,-2.388,362.938
CND_1504,0,2026-09-08 04:03,78,-0.633,-0.775,-3.0,0.067,-0.682,-1.367,362.938
CND_1504,0,2026-09-08 06:03,79,0.284,-2.814,-4.0,0.992,-2.179,-2.347,362.938
CND_1504,0,2026-09-08 08:03,80,-0.555,-8.584,-3.0,0.162,-1.838,-1.326,362.938
CND_1504,0,2026-09-08 10:03,81,-0.555,-8.584,-5.0,0.171,-5.38,-3.305,362.938
CND_1504,0,2026-09-08 12:03,82,-1.472,-6.545,-2.0,-0.737,-4.794,-0.285,362.938
CND_1504,0,2026-09-08 14:03,83,-1.265,-1.549,-2.0,-0.521,-2.716,-0.264,362.938
CND_1504,0,2026-09-08 16:03,84,-1.756,-3.731,-2.0,-1.003,-1.905,-0.243,362.938
CND_1504,0,2026-09-08 18:03,85,-0.491,-2.182,-4.0,0.271,-0.517,-2.223,362.938
CND_1504,0,2026-09-08 20:03,86,-0.349,-3.589,-2.0,0.422,-2.146,-0.202,362.938
CND_1504,0,2026-09-08 22:03,87,-0.491,-2.182,-4.0,0.288,-0.998,-2.181,362.938
CND_1504,0,2026-09-09 02:03,89,0.142,-1.407,-4.0,0.939,-0.864,-2.14,362.938
CND_1504,0,2026-09-09 04:02,90,0.284,-2.814,-5.0,1.089,-2.448,-3.119,362.938
CND_1504,0,2026-09-09 06:03,91,0.142,-1.407,-3.0,0.956,-0.859,-1.099,362.938
CND_1504,0,2026-09-09 08:04,92,-0.555,-8.584,-3.0,0.268,-2.319,-1.078,362.938
CND_1504,0,2026-09-09 10:03,93,-0.413,-9.991,-6.0,0.419,-7.559,-4.057,362.938
CND_1504,0,2026-09-09 12:03,94,-1.123,-2.956,-4.0,-0.282,-5.386,-2.037,362.938
CND_1504,0,2026-09-09 14:03,95,-1.33,-7.952,-7.0,-0.48,-9.98,-5.016,362.938
CND_1504,0,2026-09-09 16:04,96,-2.104,-7.319,-1.0,-1.246,-6.664,1.005,362.938
CND_1504,0,2026-09-09 18:03,97,-1.33,-7.952,-3.0,-0.462,-5.749,-0.975,362.938
CND_1504,0,2026-09-09 20:02,98,-0.981,-4.363,-4.0,-0.105,-2.952,-1.954,362.938
CND_1504,0,2026-09-09 22:03,99,-1.123,-2.956,-2.0,-0.238,-1.328,0.067,362.938
CND_1504,0,2026-09-10 00:03,100,-1.123,-2.956,-2.0,-0.229,-1.806,0.087,362.938
CND_1504,0,2026-09-10 02:03,101,-0.633,-0.775,-4.0,0.27,-0.699,-1.892,362.938
CND_1504,0,2026-09-10 04:03,102,-1.407,-0.142,-1.0,-0.495,0.253,1.129,362.938
CND_1504,0,2026-09-10 06:03,103,-1.265,-1.549,-1.0,-0.344,-0.856,1.149,362.938
CND_1504,0,2026-09-10 08:03,104,-0.904,-12.173,-3.0,0.026,-5.328,-0.83,362.938
CND_1504,0,2026-09-10 10:03,105,-2.104,-7.319,0.0,-1.166,-3.789,2.191,362.938
CND_1504,0,2026-09-10 12:03,106,-1.549,1.265,-7.0,-0.602,-0.651,-4.789,362.938
CND_1504,0,2026-09-10 14:04,107,-0.491,-2.182,-8.0,0.466,-5.792,-5.768,362.938
CND_1504,0,2026-09-10 16:03,108,-1.756,-3.731,-4.0,-0.791,-2.194,-1.747,362.938
CND_1504,0,2026-09-10 18:03,109,-0.839,-5.77,-5.0,0.135,-4.181,-2.727,362.938
CND_1504,0,2026-09-10 20:03,110,-0.349,-3.589,-6.0,0.634,-2.053,-3.706,362.938
CND_1504,0,2026-09-10 22:03,111,-1.123,-2.956,-5.0,-0.132,-1.783,-2.685,362.938
CND_1504,0,2026-09-11 00:03,112,-0.981,-4.363,-4.0,0.019,-3.918,-1.665,362.938
CND_1504,0,2026-09-11 02:03,113,-0.981,-4.363,-2.0,0.028,-3.212,0.356,362.938
CND_1504,0,2026-09-11 04:03,114,-0.633,-0.775,-4.0,0.385,-0.459,-1.623,362.938
CND_1504,0,2026-09-11 06:03,115,-1.472,-6.545,0.0,-0.445,-4.815,2.397,362.938
CND_1504,0,2026-09-11 08:03,116,-1.82,-10.133,-2.0,-0.785,-4.132,0.418,362.938
CND_1504,0,2026-09-11 10:03,117,-1.123,-2.956,-5.0,-0.079,-0.31,-2.561,362.938
CND_1504,0,2026-09-11 14:03,119,-1.898,-2.324,-5.0,-0.835,-4.627,-2.52,362.938
CND_1504,0,2026-09-11 20:03,122,-1.614,-5.138,-4.0,-0.525,-3.33,-1.458,362.938
CND_1504,0,2026-09-11 22:03,123,-1.614,-5.138,-1.0,-0.516,-3.222,1.563,362.938
CND_1505,0,2026-09-01 14:01,0,0.656,-0.755,-2.0,0.656,-1.955,-2.0,374.856
CND_1505,0,2026-09-01 16:01,1,0.0,-0.0,-2.0,0.009,-0.877,-1.979,374.856
CND_1505,0,2026-09-01 18:01,2,-0.656,0.755,0.0,-0.638,0.755,0.041,374.856
CND_1505,0,2026-09-01 20:01,3,0.0,-0.0,0.0,0.027,0.395,0.062,374.856
CND_1505,0,2026-09-01 22:01,4,0.656,-0.755,1.0,0.693,-0.576,1.083,374.856
CND_1505,0,2026-09-02 00:01,5,0.099,1.411,0.0,0.144,1.411,0.103,374.856
CND_1505,0,2026-09-02 02:01,6,0.0,-0.0,0.0,0.055,-0.0,0.124,374.856
CND_1505,0,2026-09-02 04:01,7,0.755,0.656,0.0,0.819,0.046,0.145,374.856
CND_1505,0,2026-09-02 06:01,8,0.099,1.411,0.0,0.172,0.936,0.165,374.856
CND_1505,0,2026-09-02 08:01,9,-0.952,-3.478,4.0,-0.87,1.359,4.186,374.856
CND_1505,0,2026-09-02 10:01,10,-0.296,-4.232,-2.0,-0.204,-3.484,-1.793,374.856
CND_1505,0,2026-09-02 12:01,11,0.296,4.232,-2.0,0.397,-2.381,-1.773,374.856
CND_1505,0,2026-09-02 14:01,12,0.493,7.054,-5.0,0.603,0.441,-4.752,374.856
CND_1505,0,2026-09-02 16:01,13,0.952,3.478,-5.0,1.071,-2.06,-4.731,374.856
CND_1505,0,2026-09-02 18:01,14,-0.557,2.165,-1.0,-0.429,1.496,-0.711,374.856
CND_1505,0,2026-09-02 20:01,15,0.099,1.411,1.0,0.236,0.767,1.31,374.856
CND_1505,0,2026-09-02 22:01,16,0.099,1.411,0.0,0.245,0.362,0.331,374.856
CND_1505,0,2026-09-03 00:01,17,-0.557,2.165,1.0,-0.402,0.7,1.351,374.856
CND_1505,0,2026-09-03 02:01,18,0.197,2.822,1.0,0.362,1.171,1.372,374.856
CND_1505,0,2026-09-03 04:01,19,0.099,1.411,1.0,0.272,-0.125,1.393,374.856
CND_1505,0,2026-09-03 06:01,20,0.0,-0.0,2.0,0.183,0.883,2.413,374.856
CND_1505,0,2026-09-03 08:01,21,-1.051,-4.888,4.0,-0.859,-0.171,4.434,374.856
CND_1505,0,2026-09-03 10:01,22,0.197,2.822,-2.0,0.398,4.099,-1.545,374.856
CND_1505,0,2026-09-03 12:01,23,-0.36,4.987,0.0,-0.15,0.165,0.475,374.856
CND_1505,0,2026-09-03 14:01,24,-0.064,9.219,-5.0,0.155,2.32,-4.504,374.856
CND_1505,0,2026-09-03 16:01,25,-0.459,3.576,1.0,-0.23,-0.061,1.517,374.856
CND_1505,0,2026-09-03 18:01,26,-0.656,0.755,-1.0,-0.418,0.608,-0.463,374.856
CND_1505,0,2026-09-03 20:01,27,0.099,1.411,-1.0,0.346,1.496,-0.442,374.856
CND_1505,0,2026-09-03 22:01,28,-0.656,0.755,2.0,-0.4,0.755,2.579,374.856
CND_1505,0,2026-09-04 00:01,29,-0.656,0.755,1.0,-0.391,0.44,1.599,374.856
CND_1505,0,2026-09-04 02:01,30,0.0,-0.0,0.0,0.274,-0.271,0.62,374.856
CND_1505,0,2026-09-04 04:01,31,0.099,1.411,0.0,0.382,0.6,0.641,374.856
CND_1505,0,2026-09-04 06:01,32,-0.755,-0.656,2.0,-0.462,1.192,2.661,374.856
CND_1505,0,2026-09-04 08:01,33,-0.853,-2.067,1.0,-0.552,0.887,1.682,374.856
CND_1505,0,2026-09-04 10:01,34,0.557,-2.165,-5.0,0.868,-0.608,-4.297,374.856
CND_1505,0,2026-09-04 12:01,35,-1.016,5.742,4.0,-0.696,0.603,4.723,374.856
CND_1505,0,2026-09-04 14:01,36,0.493,7.054,-7.0,0.822,1.439,-6.256,374.856
CND_1505,0,2026-09-04 16:01,37,-0.064,9.219,-3.0,0.274,1.915,-2.235,374.856
CND_1505,0,2026-09-04 18:01,38,0.099,1.411,-2.0,0.446,1.696,-1.215,374.856
CND_1505,0,2026-09-04 20:01,39,-0.755,-0.656,1.0,-0.398,-0.081,1.806,374.856
CND_1505,0,2026-09-04 22:01,40,0.0,-0.0,0.0,0.366,0.225,0.827,374.856
CND_1505,0,2026-09-05 00:01,41,0.099,1.411,0.0,0.474,0.894,0.847,374.856
CND_1505,0,2026-09-05 02:01,42,0.099,1.411,0.0,0.483,1.392,0.868,374.856
CND_1505,0,2026-09-05 04:01,43,-0.656,0.755,1.0,-0.263,0.568,1.889,374.856
CND_1505,0,2026-09-05 06:01,44,-0.755,-0.656,4.0,-0.352,2.65,4.909,374.856
CND_1505,0,2026-09-05 08:01,45,-1.149,-6.299,2.0,-0.738,0.619,2.93,374.856
